TYPE,YEAR,MONTH,DOW,HOLIDAY_YN,TIME,REGION,DONG,GUBUN,ADDR,LO,LA,H_DONG,REG_CT,LABEL
승용,2020,1,수,1,15,고려안경원,둔산동,안전신문고,대전 서구 대덕대로 211 갤러리아타임월드백화점,127.378153,36.351972,둔산2동,35,3.상습
승용,2020,1,수,1,16,행복한곰탕,둔산동,안전신문고,대전 서구 둔산북로 36 110호,127.378359,36.355488,둔산2동,23,3.상습
승용,2020,1,수,1,16,행복한곰탕,둔산동,안전신문고,대전 서구 둔산북로 36 110호,127.378359,36.355488,둔산2동,23,3.상습
승용,2020,1,수,1,16,선사인혜요양병원,월평동,안전신문고,대전 서구 대덕대로317번길 26,127.377911,36.361334,월평2동,23,3.상습
승용,2020,1,수,1,17,지산프라자2(복권판매점),가수원동,생활불편신고,대전 서구 원도안로 16,127.349169,36.305665,가수원동,48,3.상습
승용,2020,1,수,1,20,지산프라자2(복권판매점),가수원동,생활불편신고,대전 서구 원도안로 16,127.349169,36.305665,가수원동,48,3.상습
승용,2020,1,수,1,20,롯데시네마,월평동,생활불편신고,대전 서구 대덕대로 325 스타게이트 12층,127.378921,36.361916,월평2동,10,2.준상습
승용,2020,1,목,0,3,맛깔참죽,둔산동,안전신문고,대전 서구 둔산로 230 1층(둔산동),127.399496,36.351062,둔산3동,10,2.준상습
승용,2020,1,목,0,8,느리울유치원,관저동,고정형CCTV,대전 서구 구봉로147번길 64,127.338679,36.299262,관저2동,63,3.상습
승용,2020,1,목,0,14,MK클리닉,가수원동,고정형CCTV,대전 서구 계백로 1135,127.349489,36.304774,가수원동,19,3.상습
승용,2020,1,목,0,16,MK클리닉,가수원동,고정형CCTV,대전 서구 계백로 1135,127.349489,36.304774,가수원동,19,3.상습
승용,2020,1,목,0,16,할리스커피,괴정동,생활불편신고,대전 서구 용문로 41-80,127.388991,36.339482,괴정동,33,3.상습
승용,2020,1,목,0,16,MK클리닉,가수원동,고정형CCTV,대전 서구 계백로 1135,127.349489,36.304774,가수원동,19,3.상습
승용,2020,1,목,0,18,뉴스타상회,월평동,안전신문고,대전 서구 월평중로24번길 23,127.365201,36.356761,월평1동,4,2.준상습
승용,2020,1,목,0,19,청솔아파트,둔산동,안전신문고,대전 서구 둔산로 223,127.398639,36.352365,둔산3동,6,2.준상습
승용,2020,1,목,0,22,도마태평양약국,도마동,생활불편신고,대전 서구 배재로 182-1,127.370573,36.324777,도마1동,2,2.준상습
승용,2020,1,금,0,13,계룡로(ZURI),월평동,안전신문고,대전 서구 월평중로4번길 21 101호,127.365194,36.354869,월평1동,7,2.준상습
화물4톤이하,2020,1,금,0,16,둔산중로부근,둔산1동,주행형CCTV,대전광역시 서구 둔산동 918,127.387665,36.359429,둔산2동,5,2.준상습
승용,2020,1,금,0,17,MK클리닉,가수원동,고정형CCTV,대전 서구 계백로 1135,127.349489,36.304774,가수원동,19,3.상습
승용,2020,1,토,1,14,신한은행,관저동,안전신문고,대전 서구 관저로 157 하이존,127.339747,36.299349,관저2동,34,3.상습
승용,2020,1,토,1,14,지산프라자2(복권판매점),가수원동,생활불편신고,대전 서구 원도안로 16,127.349169,36.305665,가수원동,48,3.상습
승용,2020,1,토,1,15,지산프라자2(복권판매점),가수원동,생활불편신고,대전 서구 원도안로 16,127.349169,36.305665,가수원동,48,3.상습
화물4톤이하,2020,1,토,1,15,개나리@,탄방동,안전신문고,대전 서구 문정로10번길 39,127.383032,36.345012,탄방동,26,3.상습
승용,2020,1,토,1,16,대도집,월평동,안전신문고,대전 서구 월평중로24번길 22,127.365159,36.356527,월평1동,73,3.상습
승용,2020,1,토,1,18,지산프라자2(복권판매점),가수원동,생활불편신고,대전 서구 원도안로 16,127.349169,36.305665,가수원동,48,3.상습
승용,2020,1,토,1,18,지산프라자2,가수원동,생활불편신고,대전 서구 원도안로 16,127.349169,36.305665,가수원동,48,3.상습
승용,2020,1,토,1,18,새마을금고,관저동,안전신문고,대전 서구 관저북로 12,127.337291,36.302805,관저1동,2,2.준상습
승용,2020,1,토,1,20,이비가짬뽕,월평동,안전신문고,대전 서구 월평중로3번길 12,127.363212,36.354714,월평1동,6,2.준상습
승용,2020,1,토,1,22,우진빌딩,둔산동,안전신문고,대전 서구 대덕대로185번길 25,127.375961,36.350167,둔산2동,1,1.일반
승용,2020,1,토,1,22,인어공주와연일왕자,월평동,안전신문고,대전 서구 월평중로 1,127.363713,36.354771,월평1동,37,3.상습
승용,2020,1,일,1,0,본만쥬,갈마동,안전신문고,대전 서구 갈마역로 11,127.373509,36.351686,갈마1동,75,3.상습
승용,2020,1,일,1,10,녹원아파트,둔산동,안전신문고,대전 서구 둔산남로 30,127.380627,36.347695,둔산2동,8,2.준상습
승용,2020,1,일,1,10,공차,둔산동,안전신문고,대전 서구 둔산로31번길 13 공차매장,127.37727,36.352337,둔산2동,4,2.준상습
승용,2020,1,일,1,13,로데오타운,탄방동,생활불편신고,대전 서구 문정로 77 로데오 타운,127.387982,36.347354,탄방동,9,2.준상습
승용,2020,1,일,1,13,로데오타운,탄방동,생활불편신고,대전 서구 문정로 77 로데오 타운,127.387982,36.347354,탄방동,9,2.준상습
승용,2020,1,일,1,13,한밭건강원,괴정동,생활불편신고,대전 서구 가장로 94,127.38435,36.334691,괴정동,8,2.준상습
승용,2020,1,일,1,16,명문개발 빌딩,탄방동,생활불편신고,대전 서구 둔산남로 108,127.389464,36.348758,탄방동,9,2.준상습
승용,2020,1,일,1,16,명문개발 빌딩,탄방동,생활불편신고,대전 서구 둔산남로 108,127.389464,36.348758,탄방동,9,2.준상습
승용,2020,1,일,1,22,스페이스편의점,관저동,생활불편신고,대전 서구 관저로129번길 3 1층,127.336119,36.29914,관저2동,15,3.상습
승용,2020,1,월,0,12,갤러리아,둔산동,안전신문고,대전 서구 대덕대로 211 갤러리아 타임월드,127.378153,36.351972,둔산2동,35,3.상습
승용,2020,1,월,0,14,MK클리닉,가수원동,고정형CCTV,대전 서구 계백로 1135,127.349489,36.304774,가수원동,19,3.상습
승용,2020,1,월,0,15,갤러리아 옥외주차장 앞,둔산동,고정형CCTV,대전 서구 둔산로31번길 16,127.377814,36.352538,둔산2동,32,3.상습
승용,2020,1,월,0,15,마포갈비,가수원동,안전신문고,대전 서구 계백로 1135 MK빌딩 112호,127.349489,36.304774,가수원동,19,3.상습
승용,2020,1,월,0,17,순복음예광교회(선암초등학교),관저동,고정형CCTV,대전 서구 구봉로 122 순복음 예광교회,127.336423,36.296086,관저2동,14,3.상습
승용,2020,1,월,0,17,갤러리아 옥외주차장 앞,둔산동,고정형CCTV,대전 서구 둔산로31번길 16,127.377814,36.352538,둔산2동,32,3.상습
승용,2020,1,월,0,19,창대공인중대사,둔산동,안전신문고,대전 서구 둔산로 228,127.399129,36.351006,둔산3동,1,1.일반
승용,2020,1,화,0,16,MK클리닉,가수원동,고정형CCTV,대전 서구 계백로 1135,127.349489,36.304774,가수원동,19,3.상습
승용,2020,1,화,0,16,MK클리닉,가수원동,고정형CCTV,대전 서구 계백로 1135,127.349489,36.304774,가수원동,19,3.상습
승용,2020,1,화,0,21,오늘고기,둔산동,안전신문고,대전 서구 둔산중로46번길 22 오늘고기,127.388091,36.350608,둔산1동,1,1.일반
승합,2020,1,수,0,8,귀빈장마트 앞,도마동,고정형CCTV,대전 서구 도마로 33,127.373953,36.322641,도마1동,31,3.상습
승용,2020,1,수,0,15,느리울유치원,관저동,고정형CCTV,대전 서구 구봉로147번길 64,127.338679,36.299262,관저2동,63,3.상습
승용,2020,1,수,0,18,대덕프라자,둔산동,안전신문고,대전 서구 둔산로 130,127.388143,36.351005,둔산1동,1,1.일반
승용,2020,1,수,0,19,뉴스타상회,월평동,안전신문고,대전 서구 월평중로24번길 23,127.365201,36.356761,월평1동,4,2.준상습
승용,2020,1,수,0,19,둔산중로부근,둔산1동,주행형CCTV,대전광역시 서구 둔산동 918,127.387665,36.359429,둔산2동,5,2.준상습
승용,2020,1,수,0,22,나인프라자,관저동,안전신문고,대전 서구 구봉로 129,127.337242,36.296713,관저2동,3,2.준상습
승용,2020,1,수,0,22,스페이스 편의점,관저동,생활불편신고,대전 서구 관저로129번길 3 1층,127.336119,36.29914,관저2동,15,3.상습
화물4톤이하,2020,1,목,0,14,인어공주와연일왕자,월평동,안전신문고,대전 서구 월평중로 1,127.363713,36.354771,월평1동,37,3.상습
승용,2020,1,목,0,15,대화장,도마동,생활불편신고,대전 서구 사마1길 14,127.377226,36.317278,도마2동,2,2.준상습
승용,2020,1,목,0,16,ZURI,월평동,안전신문고,대전 서구 월평중로4번길 21 101호,127.365194,36.354869,월평1동,7,2.준상습
승용,2020,1,목,0,17,롯데백화점,괴정동,PDA,대전 서구 계룡로 598 롯데백화점대전점,127.389561,36.340693,괴정동,2,2.준상습
승용,2020,1,목,0,17,롯데백화점,괴정동,PDA,대전 서구 계룡로 598 롯데백화점대전점,127.389561,36.340693,괴정동,2,2.준상습
승용,2020,1,목,0,17,행복한곰탕,둔산동,안전신문고,대전 서구 둔산북로 36 110호,127.378359,36.355488,둔산2동,23,3.상습
승용,2020,1,목,0,19,이화약국,관저동,안전신문고,대전 서구 관저로 157 하이존,127.339747,36.299349,관저2동,34,3.상습
승용,2020,1,목,0,20,부뚜막인테리어,탄방동,생활불편신고,대전 서구 둔산남로 176-1,127.397118,36.348806,탄방동,2,2.준상습
승용,2020,1,금,0,5,본만쥬,갈마동,생활불편신고,대전 서구 갈마역로 11,127.373509,36.351686,갈마1동,75,3.상습
승용,2020,1,금,0,8,귀빈장마트 앞,도마동,고정형CCTV,대전 서구 도마로 33,127.373953,36.322641,도마1동,31,3.상습
승용,2020,1,금,0,16,갤러리아 옥외주차장 앞,둔산동,고정형CCTV,대전 서구 둔산로31번길 16,127.377814,36.352538,둔산2동,32,3.상습
승용,2020,1,금,0,17,MK클리닉,가수원동,고정형CCTV,대전 서구 계백로 1135,127.349489,36.304774,가수원동,19,3.상습
승용,2020,1,금,0,19,지산프라자2,가수원동,생활불편신고,대전 서구 원도안로 16,127.349169,36.305665,가수원동,48,3.상습
승용,2020,1,금,0,19,지산프라자2,가수원동,생활불편신고,대전 서구 원도안로 16,127.349169,36.305665,가수원동,48,3.상습
승용,2020,1,토,1,8,패션월드,월평동,안전신문고,대전 서구 월평새뜸로 5 패션월드,127.352757,36.352486,월평1동,45,3.상습
승용,2020,1,토,1,11,현대자동차대리점,월평동,안전신문고,대전 서구 한밭대로570번길 14 풍산빌딩,127.36184,36.357717,월평1동,10,2.준상습
승용,2020,1,토,1,12,둔산지구대,둔산동,안전신문고,대전 서구 둔산남로9번길 21,127.377921,36.348906,둔산2동,2,2.준상습
승용,2020,1,토,1,12,아르누보펠리스,둔산동,생활불편신고,대전 서구 둔산중로 20,127.387261,36.348432,탄방동,35,3.상습
승용,2020,1,토,1,15,후한의원,둔산동,생활불편신고,대전 서구 둔산남로 101,127.388814,36.349341,둔산1동,1,1.일반
승용,2020,1,토,1,16,벚나무집추어탕,정림동,안전신문고,대전 서구 정림동로 13 벚나무칼국수,127.367026,36.304805,정림동,2,2.준상습
승용,2020,1,토,1,16,대도집,월평동,안전신문고,대전 서구 월평중로24번길 22,127.365159,36.356527,월평1동,73,3.상습
승용,2020,1,토,1,18,지산프라자,가수원동,생활불편신고,대전 서구 도안동로11번길 42,127.350514,36.305978,가수원동,21,3.상습
승용,2020,1,일,1,1,내동성당,내동,생활불편신고,대전 서구 도솔로252번길 19,127.378958,36.331932,내동,22,3.상습
승용,2020,1,일,1,9,갤러리아,둔산동,안전신문고,대전 서구 대덕대로 211 갤러리아 타임월드,127.378153,36.351972,둔산2동,35,3.상습
승용,2020,1,일,1,9,갤러리아,둔산동,안전신문고,대전 서구 대덕대로 211 갤러리아 타임월드,127.378153,36.351972,둔산2동,35,3.상습
승용,2020,1,일,1,12,골드벤처타워,만년동,안전신문고,대전 서구 둔산대로117번길 66,127.382572,36.367992,만년동,1,1.일반
승용,2020,1,일,1,13,양평해장국,둔산동,안전신문고,대전 서구 둔산로 134,127.388612,36.350962,둔산1동,6,2.준상습
승용,2020,1,일,1,18,아르누보팰리스,탄방동,생활불편신고,대전 서구 둔산중로 20,127.387261,36.348432,탄방동,35,3.상습
승용,2020,1,일,1,19,이화약국,관저동,안전신문고,대전 서구 관저로 157 하이존,127.339747,36.299349,관저2동,34,3.상습
승합,2020,1,월,0,14,검찰청,둔산동,고정형CCTV,대전 서구 둔산중로78번길 15 대전지방검찰청,127.388748,36.354874,둔산1동,20,3.상습
승용,2020,1,월,0,15,MK클리닉,가수원동,고정형CCTV,대전 서구 계백로 1135,127.349489,36.304774,가수원동,19,3.상습
화물4톤이하,2020,1,월,0,16,MK클리닉,가수원동,고정형CCTV,대전 서구 계백로 1135,127.349489,36.304774,가수원동,19,3.상습
승용,2020,1,월,0,22,대도집,월평동,안전신문고,대전 서구 월평중로24번길 22,127.365159,36.356527,월평1동,73,3.상습
승용,2020,1,화,0,12,법조빌딩,둔산동,안전신문고,대전 서구 둔산중로78번길 30,127.388459,36.353332,둔산1동,8,2.준상습
승용,2020,1,화,0,12,법조빌딩,둔산동,안전신문고,대전 서구 둔산중로78번길 30,127.388459,36.353332,둔산1동,8,2.준상습
화물4톤이하,2020,1,화,0,15,아름다운여성의원,관저동,안전신문고,대전 서구 관저로 172,127.341032,36.298788,관저2동,3,2.준상습
승용,2020,1,화,0,19,향우공인중개사,도마동,생활불편신고,대전 서구 도마로 60 삼정하이츠,127.376921,36.322062,도마1동,24,3.상습
승용,2020,1,화,0,19,장어대가,만년동,생활불편신고,대전 서구 둔산대로117번길 7,127.381958,36.365384,만년동,4,2.준상습
승용,2020,1,화,0,19,장어대가,만년동,생활불편신고,대전 서구 둔산대로117번길 7,127.381958,36.365384,만년동,4,2.준상습
승용,2020,1,화,0,20,썸pc,월평동,생활불편신고,대전 서구 월평북로 90 일산빌딩 2층,127.378431,36.361905,월평2동,3,2.준상습
승용,2020,1,화,0,21,지산프라자2(복권판매점),가수원동,생활불편신고,대전 서구 원도안로 16,127.349169,36.305665,가수원동,48,3.상습
승용,2020,1,화,0,22,또바기순대,갈마동,생활불편신고,대전 서구 갈마로 70,127.369254,36.346121,갈마1동,9,2.준상습
승용,2020,1,수,0,15,인어공주와연일왕자,월평동,안전신문고,대전 서구 월평중로 1,127.363713,36.354771,월평1동,37,3.상습
승용,2020,1,수,0,16,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,1,수,0,17,MK클리닉,가수원동,고정형CCTV,대전 서구 계백로 1135,127.349489,36.304774,가수원동,19,3.상습
승합,2020,1,수,0,19,구팔한우,둔산동,안전신문고,대전 서구 대덕대로220번길 35,127.381359,36.352277,둔산2동,8,2.준상습
승용,2020,1,수,0,21,내동성당,내동,생활불편신고,대전 서구 도솔로252번길 19,127.378958,36.331932,내동,22,3.상습
승용,2020,1,목,0,12,법원,둔산동,생활불편신고,대전 서구 둔산중로78번길 45 대전지방법원,127.388284,36.354403,둔산1동,6,2.준상습
승용,2020,1,목,0,14,갤러리아 옥외주차장 앞,둔산동,고정형CCTV,대전 서구 둔산로31번길 16,127.377814,36.352538,둔산2동,32,3.상습
승용,2020,1,목,0,15,귀빈장마트 앞,도마동,고정형CCTV,대전 서구 도마로 33,127.373953,36.322641,도마1동,31,3.상습
승용,2020,1,목,0,18,썸pc,월평동,안전신문고,대전 서구 월평북로 90 일산빌딩 2층,127.378431,36.361905,월평2동,3,2.준상습
승용,2020,1,목,0,19,성당,내동,생활불편신고,대전 서구 도솔로252번길 19,127.378958,36.331932,내동,22,3.상습
승용,2020,1,목,0,19,고려안경원,둔산동,안전신문고,대전 서구 대덕대로 211 갤러리아타임월드백화점,127.378153,36.351972,둔산2동,35,3.상습
승용,2020,1,목,0,20,만년주먹구이,만년동,안전신문고,대전 서구 만년남로3번길 63,127.373077,36.365329,만년동,16,3.상습
승용,2020,1,금,0,16,갤러리아 옥외주차장 앞,둔산동,고정형CCTV,대전 서구 둔산로31번길 16,127.377814,36.352538,둔산2동,32,3.상습
승용,2020,1,금,0,19,둔산중학교,갈마동,안전신문고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,1,금,0,19,대도집,월평동,안전신문고,대전 서구 월평중로24번길 22,127.365159,36.356527,월평1동,73,3.상습
승용,2020,1,토,1,19,대덕대로(빕스),둔산동,안전신문고,대전 서구 대덕대로 243 광신빌딩 2층,127.378912,36.35458,둔산2동,2,2.준상습
승용,2020,1,토,1,19,내동성당,내동,생활불편신고,대전 서구 도솔로252번길 19,127.378958,36.331932,내동,22,3.상습
승용,2020,1,토,1,20,향우공인중개사,도마동,생활불편신고,대전 서구 도마로 60 삼정하이츠,127.376921,36.322062,도마1동,24,3.상습
승용,2020,1,토,1,20,서부농협,만년동,안전신문고,대전 서구 만년로 22,127.375179,36.367223,만년동,1,1.일반
승용,2020,1,일,1,15,초록마을,탄방동,생활불편신고,대전 서구 둔산남로 108,127.389464,36.348758,탄방동,9,2.준상습
승용,2020,1,일,1,15,아르노보팰리스,탄방동,생활불편신고,대전 서구 둔산중로 20,127.387261,36.348432,탄방동,35,3.상습
승용,2020,1,일,1,19,양평해장국,둔산동,생활불편신고,대전 서구 둔산로 134,127.388612,36.350962,둔산1동,6,2.준상습
승용,2020,1,일,1,20,내동성당,내동,생활불편신고,대전 서구 도솔로252번길 19,127.378958,36.331932,내동,22,3.상습
승용,2020,1,일,1,23,본만쥬,갈마동,생활불편신고,대전 서구 갈마역로 11,127.373509,36.351686,갈마1동,75,3.상습
승용,2020,1,월,0,11,느리울유치원,관저동,고정형CCTV,대전 서구 구봉로147번길 64,127.338679,36.299262,관저2동,63,3.상습
승용,2020,1,월,0,13,인어공주와연일왕자,월평동,안전신문고,대전 서구 월평중로 1,127.363713,36.354771,월평1동,37,3.상습
승용,2020,1,월,0,14,지산프라자 앞,가수원동,고정형CCTV,대전 서구 도안동로11번길 42,127.350514,36.305978,가수원동,21,3.상습
승용,2020,1,월,0,15,MK클리닉,가수원동,고정형CCTV,대전 서구 계백로 1135,127.349489,36.304774,가수원동,19,3.상습
승용,2020,1,월,0,19,내동성당,내동,생활불편신고,대전 서구 도솔로252번길 19,127.378958,36.331932,내동,22,3.상습
승합,2020,1,화,0,10,개나리아파트,탄방동,PDA,대전 서구 문정로10번길 39,127.383032,36.345012,탄방동,26,3.상습
승용,2020,1,화,0,10,개나리아파트,탄방동,PDA,대전 서구 문정로10번길 39,127.383032,36.345012,탄방동,26,3.상습
승용,2020,1,화,0,10,개나리아파트,탄방동,PDA,대전 서구 문정로10번길 39,127.383032,36.345012,탄방동,26,3.상습
승용,2020,1,화,0,11,행복한곰탕,둔산동,안전신문고,대전 서구 둔산북로 36 110호,127.378359,36.355488,둔산2동,23,3.상습
승용,2020,1,화,0,11,행복한곰탕,둔산동,안전신문고,대전 서구 둔산북로 36 110호,127.378359,36.355488,둔산2동,23,3.상습
승용,2020,1,화,0,12,또바기순대,갈마동,생활불편신고,대전 서구 갈마로 70,127.369254,36.346121,갈마1동,9,2.준상습
승용,2020,1,화,0,17,순복음예광교회(선암초등학교),관저동,고정형CCTV,대전 서구 구봉로 122 순복음 예광교회,127.336423,36.296086,관저2동,14,3.상습
승용,2020,1,화,0,18,내동성당,내동,생활불편신고,대전 서구 도솔로252번길 19,127.378958,36.331932,내동,22,3.상습
승용,2020,1,수,0,12,선사인혜요양병원,월평동,안전신문고,대전 서구 대덕대로317번길 26,127.377911,36.361334,월평2동,23,3.상습
승용,2020,1,수,0,12,대도집,월평동,안전신문고,대전 서구 월평중로24번길 22,127.365159,36.356527,월평1동,73,3.상습
승용,2020,1,수,0,12,대도집,월평동,안전신문고,대전 서구 월평중로24번길 22,127.365159,36.356527,월평1동,73,3.상습
승용,2020,1,수,0,21,내동성당,내동,생활불편신고,대전 서구 도솔로252번길 19,127.378958,36.331932,내동,22,3.상습
승용,2020,1,수,0,22,둔산타워(파리바게트),둔산동,안전신문고,대전 서구 둔산로 136 둔산타워,127.388945,36.351018,둔산1동,4,2.준상습
승용,2020,1,수,0,22,대도집,월평동,안전신문고,대전 서구 월평중로24번길 22,127.365159,36.356527,월평1동,73,3.상습
승용,2020,1,목,0,8,대전새길교회,탄방동,생활불편신고,대전 서구 계룡로509번길 12,127.381676,36.344645,탄방동,17,3.상습
승용,2020,1,목,0,8,대전새길교회,탄방동,생활불편신고,대전 서구 계룡로509번길 12,127.381676,36.344645,탄방동,17,3.상습
승용,2020,1,목,0,11,행복한곰탕,둔산동,안전신문고,대전 서구 둔산북로 36 110호,127.378359,36.355488,둔산2동,23,3.상습
승용,2020,1,목,0,12,세우리병원,둔산동,생활불편신고,대전 서구 둔산북로 36 대영프라자 3층,127.378359,36.355488,둔산2동,23,3.상습
승용,2020,1,목,0,15,인어공주와연일왕자,월평동,안전신문고,대전 서구 월평중로 1,127.363713,36.354771,월평1동,37,3.상습
승용,2020,1,목,0,18,대도집,월평동,안전신문고,대전 서구 월평중로24번길 22,127.365159,36.356527,월평1동,73,3.상습
승용,2020,1,목,0,18,대도집,월평동,생활불편신고,대전 서구 월평중로24번길 22,127.365159,36.356527,월평1동,73,3.상습
화물4톤이하,2020,1,목,0,20,KB국민은행,가수원동,안전신문고,대전 서구 도안동로 3,127.352689,36.305548,가수원동,1,1.일반
승용,2020,1,목,0,23,또바기순대,갈마동,생활불편신고,대전 서구 갈마로 70,127.369254,36.346121,갈마1동,9,2.준상습
승용,2020,1,금,1,9,이비가짬뽕,월평동,안전신문고,대전 서구 월평중로3번길 12,127.363212,36.354714,월평1동,6,2.준상습
승용,2020,1,금,1,13,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,1,금,1,13,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,1,금,1,14,메가박스,탄방동,생활불편신고,대전 서구 문정로 77 로데오 타운,127.387982,36.347354,탄방동,9,2.준상습
승용,2020,1,금,1,18,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
화물4톤이하,2020,1,금,1,22,둔산빌라,갈마동,생활불편신고,대전 서구 갈마역로25번길 39,127.37203,36.352733,갈마1동,3,2.준상습
승용,2020,1,토,1,21,마을회관,관저동,생활불편신고,대전 서구 관저로 83,127.332595,36.299778,관저2동,6,2.준상습
승용,2020,1,토,1,22,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,1,일,1,11,초록마을,복수동,안전신문고,대전 서구 복수동로 65 102호,127.37879,36.298396,복수동,14,3.상습
승용,2020,1,일,1,19,초록마을,탄방동,생활불편신고,대전 서구 둔산남로 108,127.389464,36.348758,탄방동,9,2.준상습
승용,2020,1,일,1,19,아르노브팰리스,탄방동,생활불편신고,대전 서구 둔산중로 20,127.387261,36.348432,탄방동,35,3.상습
승용,2020,1,일,1,19,초록마을,복수동,생활불편신고,대전 서구 복수동로 65 102호,127.37879,36.298396,복수동,14,3.상습
승용,2020,1,일,1,20,신선아파트,관저동,생활불편신고,대전 서구 관저로 83,127.332595,36.299778,관저2동,6,2.준상습
승용,2020,1,일,1,20,초록마을,탄방동,생활불편신고,대전 서구 둔산남로 108,127.389464,36.348758,탄방동,9,2.준상습
승용,2020,1,월,1,12,타임약국,둔산동,생활불편신고,대전 서구 둔산로31번길 21,127.377256,36.352715,둔산2동,3,2.준상습
승용,2020,1,월,1,15,여기마트죠,탄방동,안전신문고,대전 서구 문정로2번길 95,127.385441,36.34333,탄방동,8,2.준상습
승용,2020,1,월,1,15,지산프라자,가수원동,생활불편신고,대전 서구 도안동로11번길 42,127.350514,36.305978,가수원동,21,3.상습
승용,2020,1,월,1,16,지산프라자,가수원동,생활불편신고,대전 서구 도안동로11번길 42,127.350514,36.305978,가수원동,21,3.상습
승용,2020,1,월,1,17,지산프라자2,가수원동,생활불편신고,대전 서구 원도안로 16,127.349169,36.305665,가수원동,48,3.상습
승용,2020,1,월,1,18,열정분식소,탄방동,안전신문고,대전 서구 계룡로509번길 45 104호 열정분식소,127.382814,36.345858,탄방동,22,3.상습
승용,2020,1,월,1,20,지산프라자2,가수원동,생활불편신고,대전 서구 원도안로 16,127.349169,36.305665,가수원동,48,3.상습
승용,2020,1,월,1,20,지산프라자2,가수원동,생활불편신고,대전 서구 원도안로 16,127.349169,36.305665,가수원동,48,3.상습
승용,2020,1,화,0,8,개나리부동산,탄방동,생활불편신고,대전 서구 문정로10번길 39 개나리아파트 105동,127.383133,36.344986,탄방동,9,2.준상습
승용,2020,1,화,0,11,인어공주와연일왕자,월평동,안전신문고,대전 서구 월평중로 1,127.363713,36.354771,월평1동,37,3.상습
승용,2020,1,화,0,15,MK클리닉,가수원동,고정형CCTV,대전 서구 계백로 1135,127.349489,36.304774,가수원동,19,3.상습
승용,2020,1,화,0,19,내동성당,내동,생활불편신고,대전 서구 도솔로252번길 19,127.378958,36.331932,내동,22,3.상습
승용,2020,1,수,0,1,삼성디지털프라자,둔산동,안전신문고,대전 서구 대덕대로 222,127.379709,36.352403,둔산2동,1,1.일반
승용,2020,1,수,0,14,MK클리닉,가수원동,고정형CCTV,대전 서구 계백로 1135,127.349489,36.304774,가수원동,19,3.상습
승용,2020,1,수,0,20,내동성당,내동,생활불편신고,대전 서구 도솔로252번길 19,127.378958,36.331932,내동,22,3.상습
승용,2020,1,수,0,21,지산프라자2,가수원동,생활불편신고,대전 서구 원도안로 16,127.349169,36.305665,가수원동,48,3.상습
승용,2020,1,수,0,21,대도집,월평동,안전신문고,대전 서구 월평중로24번길 22,127.365159,36.356527,월평1동,73,3.상습
승합,2020,1,수,0,21,성진빌딩,갈마동,생활불편신고,대전 서구 갈마역로 11,127.373509,36.351686,갈마1동,75,3.상습
승용,2020,1,목,0,10,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
화물4톤이하,2020,1,목,0,10,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,1,목,0,10,둔산선사유적지,월평동,안전신문고,대전광역시 서구 둔산동 920,127.384063,36.36261,둔산2동,6,2.준상습
승용,2020,1,목,0,13,파랑새@,둔산동,생활불편신고,대전 서구 둔지로 75,127.375444,36.356311,둔산2동,1,1.일반
승용,2020,1,목,0,15,디어카페,탄방동,생활불편신고,대전 서구 도안북로117번길 33 101호,127.341524,36.331642,가수원동,1,1.일반
화물4톤이하,2020,1,목,0,21,둔산빌라,갈마동,생활불편신고,대전 서구 갈마역로25번길 39,127.37203,36.352733,갈마1동,3,2.준상습
승용,2020,1,목,0,21,둔산빌라,갈마동,생활불편신고,대전 서구 갈마역로25번길 39,127.37203,36.352733,갈마1동,3,2.준상습
승용,2020,1,금,0,10,둔산마치,둔산동,생활불편신고,대전 서구 둔산중로64번길 20,127.387966,36.352293,둔산1동,1,1.일반
승용,2020,1,금,0,12,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,1,금,0,12,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,1,금,0,12,대도집,월평동,생활불편신고,대전 서구 월평중로24번길 22,127.365159,36.356527,월평1동,73,3.상습
승용,2020,1,금,0,14,MK클리닉,가수원동,고정형CCTV,대전 서구 계백로 1135,127.349489,36.304774,가수원동,19,3.상습
